Specific Malignant Diagnoses,Specific Benign Diagnoses,Nondiagnostic Test Results
"Non - small cell lung cancer Adenocarcinoma Squamous cell carcinoma Large cell carcinoma Small cell carcinoma Carcinoma metastatic to lung (e.g., melanoma, breast cancer) Typical/atypical carcinoid tumor","Benign lung tumors (e.g., hamartoma, lipoma, papilloma) Organizing pneumonia Granulomatosis with polyangiitis Fungal (e.g., Aspergillus , Histoplasma ) Mycobacterium (e.g., M. tuberculosis ) Bacterial (e.g., Streptococcus pneumoniae ) Granuloma/granulomatous inflammation",Atypia/atypical cells Acute or chronic inflammation Normal lung parenchyma Insufficient tissue for diagnosis Blood Necrosis -
